# time pixelation values
# data save on: 2023-04-14T17:10:32-03:00
equator	age	stage-pixel	value
180	0	397	3
180	0	398	3
180	0	399	3
180	0	400	3
180	0	401	3
180	0	402	3
180	0	403	3
180	0	404	3
180	0	405	3
180	0	406	3
180	0	407	3
180	0	408	3
180	0	409	3
180	0	410	3
180	0	411	3
180	0	412	3
180	0	413	1
180	0	414	3
180	0	415	3
180	0	416	3
180	0	417	3
180	0	418	3
180	0	419	3
180	0	420	3
180	0	421	3
180	0	422	3
180	0	423	1
180	0	424	3
180	0	425	3
180	0	426	3
180	0	427	3
180	0	428	3
180	0	429	3
180	0	430	3
180	0	431	1
180	0	432	1
180	0	433	3
180	0	434	1
180	0	435	1
180	0	436	1
180	0	437	3
180	0	438	3
180	0	439	3
180	0	440	3
180	0	441	1
180	0	442	1
180	0	443	3
180	0	444	3
180	0	445	1
180	0	446	1
180	0	447	1
180	0	448	1
180	0	449	1
180	0	450	3
180	0	451	3
180	0	452	3
180	0	453	3
180	0	454	3
180	0	455	1
180	0	456	3
180	0	457	3
180	0	458	3
180	0	459	3
180	0	460	3
180	0	461	3
180	0	462	3
180	0	463	3
180	0	464	3
180	0	465	3
180	0	466	3
180	0	467	3
180	0	468	3
180	0	469	3
180	0	470	3
180	0	471	3
180	0	472	3
180	0	473	3
180	0	474	3
180	0	475	3
180	0	476	3
180	0	477	3
180	0	478	3
180	0	479	3
180	0	480	3
180	0	481	3
180	0	482	3
180	0	483	3
180	0	484	1
180	0	485	1
180	0	486	1
180	0	487	1
180	0	488	3
180	0	489	3
180	0	490	3
180	0	491	3
180	0	492	3
180	0	493	3
180	0	494	3
180	0	495	3
180	0	496	3
180	0	497	3
180	0	498	3
180	0	499	3
180	0	500	3
180	0	501	3
180	0	502	3
180	0	503	3
180	0	504	3
180	0	505	3
180	0	506	1
180	0	507	3
180	0	508	3
180	0	509	1
180	0	510	1
180	0	511	1
180	0	512	3
180	0	513	3
180	0	514	3
180	0	515	1
180	0	516	1
180	0	517	1
180	0	518	1
180	0	519	3
180	0	520	1
180	0	521	1
180	0	522	1
180	0	523	1
180	0	524	1
180	0	525	3
180	0	526	3
180	0	527	3
180	0	528	1
180	0	529	3
180	0	530	3
180	0	531	3
180	0	532	3
180	0	533	3
180	0	534	3
180	0	535	3
180	0	536	3
180	0	537	3
180	0	538	3
180	0	539	3
180	0	540	3
180	0	541	3
180	0	542	3
180	0	543	3
180	0	544	3
180	0	545	3
180	0	546	3
180	0	547	3
180	0	548	3
180	0	549	3
180	0	550	3
180	0	551	3
180	0	552	3
180	0	553	3
180	0	554	3
180	0	555	3
180	0	556	3
180	0	557	3
180	0	558	3
180	0	559	3
180	0	560	3
180	0	561	3
180	0	562	3
180	0	563	1
180	0	564	1
180	0	565	1
180	0	566	1
180	0	567	3
180	0	568	3
180	0	569	3
180	0	570	3
180	0	571	3
180	0	572	3
180	0	573	3
180	0	574	3
180	0	575	3
180	0	576	3
180	0	577	3
180	0	578	3
180	0	579	3
180	0	580	3
180	0	581	3
180	0	582	3
180	0	583	3
180	0	584	1
180	0	585	1
180	0	586	1
180	0	587	1
180	0	588	3
180	0	589	1
180	0	590	1
180	0	591	1
180	0	592	1
180	0	593	1
180	0	594	3
180	0	595	3
180	0	596	1
180	0	597	1
180	0	598	1
180	0	599	1
180	0	600	1
180	0	601	1
180	0	602	1
180	0	603	1
180	0	604	1
180	0	605	1
180	0	606	1
180	0	607	3
180	0	608	3
180	0	609	3
180	0	610	1
180	0	611	3
180	0	612	3
180	0	613	3
180	0	614	3
180	0	615	3
180	0	616	3
180	0	617	3
180	0	618	3
180	0	619	3
180	0	620	3
180	0	621	3
180	0	622	3
180	0	623	3
180	0	624	3
180	0	625	3
180	0	626	3
180	0	627	3
180	0	628	3
180	0	629	3
180	0	630	3
180	0	631	3
180	0	632	3
180	0	633	3
180	0	634	3
180	0	635	3
180	0	636	3
180	0	637	3
180	0	638	3
180	0	639	3
180	0	640	3
180	0	641	3
180	0	642	3
180	0	643	3
180	0	644	3
180	0	645	3
180	0	646	3
180	0	647	1
180	0	648	1
180	0	649	1
180	0	650	1
180	0	651	3
180	0	652	3
180	0	653	3
180	0	654	3
180	0	655	3
180	0	656	1
180	0	657	1
180	0	658	3
180	0	659	3
180	0	660	3
180	0	661	3
180	0	662	3
180	0	663	3
180	0	664	3
180	0	665	3
180	0	666	3
180	0	667	3
180	0	668	3
180	0	669	1
180	0	670	1
180	0	671	1
180	0	672	1
180	0	673	1
180	0	674	3
180	0	675	3
180	0	676	1
180	0	677	1
180	0	678	1
180	0	679	1
180	0	680	1
180	0	681	1
180	0	682	1
180	0	683	1
180	0	684	1
180	0	685	1
180	0	686	1
180	0	687	1
180	0	688	1
180	0	689	1
180	0	690	1
180	0	691	1
180	0	692	1
180	0	693	1
180	0	694	3
180	0	695	3
180	0	696	3
180	0	697	3
180	0	698	1
180	0	699	1
180	0	700	3
180	0	701	3
180	0	702	3
180	0	703	3
180	0	704	3
180	0	705	3
180	0	706	3
180	0	707	3
180	0	708	3
180	0	709	3
180	0	710	3
180	0	711	3
180	0	712	3
180	0	713	3
180	0	714	3
180	0	715	3
180	0	716	3
180	0	717	3
180	0	718	3
180	0	719	3
180	0	720	3
180	0	721	3
180	0	722	3
180	0	723	3
180	0	724	3
180	0	725	3
180	0	726	3
180	0	727	3
180	0	728	3
180	0	729	3
180	0	730	3
180	0	731	3
180	0	732	1
180	0	733	3
180	0	734	1
180	0	735	1
180	0	736	1
180	0	737	1
180	0	738	1
180	0	739	1
180	0	740	1
180	0	741	1
180	0	742	1
180	0	743	1
180	0	744	3
180	0	745	3
180	0	746	1
180	0	747	1
180	0	748	1
180	0	749	1
180	0	750	3
180	0	751	3
180	0	752	3
180	0	753	3
180	0	754	3
180	0	755	3
180	0	756	3
180	0	757	3
180	0	758	3
180	0	759	3
180	0	760	3
180	0	761	3
180	0	762	1
180	0	763	1
180	0	764	1
180	0	765	1
180	0	766	3
180	0	767	3
180	0	768	3
180	0	769	3
180	0	770	1
180	0	771	1
180	0	772	1
180	0	773	1
180	0	774	1
180	0	775	1
180	0	776	1
180	0	777	1
180	0	778	1
180	0	779	1
180	0	780	1
180	0	781	1
180	0	782	1
180	0	783	1
180	0	784	1
180	0	785	1
180	0	786	1
180	0	787	1
180	0	788	1
180	0	789	3
180	0	790	1
180	0	791	1
180	0	792	3
180	0	793	3
180	0	794	3
180	0	795	3
180	0	796	3
180	0	797	3
180	0	798	3
180	0	799	3
180	0	800	3
180	0	801	3
180	0	802	3
180	0	803	3
180	0	804	3
180	0	805	3
180	0	806	3
180	0	807	3
180	0	808	3
180	0	809	3
180	0	810	3
180	0	811	3
180	0	812	3
180	0	813	3
180	0	814	3
180	0	815	3
180	0	816	3
180	0	817	3
180	0	818	3
180	0	819	3
180	0	820	3
180	0	821	3
180	0	822	3
180	0	823	1
180	0	824	1
180	0	825	1
180	0	826	1
180	0	827	1
180	0	828	3
180	0	829	1
180	0	830	1
180	0	831	1
180	0	832	1
180	0	833	1
180	0	834	1
180	0	835	1
180	0	836	1
180	0	837	1
180	0	838	3
180	0	839	1
180	0	840	1
180	0	841	1
180	0	842	1
180	0	843	1
180	0	844	1
180	0	845	1
180	0	846	3
180	0	847	3
180	0	848	3
180	0	849	3
180	0	850	3
180	0	851	3
180	0	852	3
180	0	853	3
180	0	854	3
180	0	855	3
180	0	856	3
180	0	857	3
180	0	858	3
180	0	859	1
180	0	860	1
180	0	861	1
180	0	862	3
180	0	863	3
180	0	864	3
180	0	865	3
180	0	866	1
180	0	867	1
180	0	868	1
180	0	869	1
180	0	870	1
180	0	871	1
180	0	872	1
180	0	873	1
180	0	874	1
180	0	875	1
180	0	876	1
180	0	877	1
180	0	878	1
180	0	879	1
180	0	880	1
180	0	881	1
180	0	882	3
180	0	883	1
180	0	884	1
180	0	885	1
180	0	886	1
180	0	887	3
180	0	888	1
180	0	889	3
180	0	890	3
180	0	891	3
180	0	892	3
180	0	893	3
180	0	894	3
180	0	895	3
180	0	896	3
180	0	897	3
180	0	898	3
180	0	899	3
180	0	900	3
180	0	901	3
180	0	902	3
180	0	903	3
180	0	904	3
180	0	905	3
180	0	906	3
180	0	907	3
180	0	908	3
180	0	909	3
180	0	910	3
180	0	911	3
180	0	912	3
180	0	913	3
180	0	914	3
180	0	915	3
180	0	916	3
180	0	917	3
180	0	918	3
180	0	919	3
180	0	920	3
180	0	921	3
180	0	922	1
180	0	923	1
180	0	924	1
180	0	925	1
180	0	926	1
180	0	927	3
180	0	928	3
180	0	929	1
180	0	930	1
180	0	931	1
180	0	932	1
180	0	933	1
180	0	934	1
180	0	935	1
180	0	936	1
180	0	937	1
180	0	938	3
180	0	939	1
180	0	940	1
180	0	941	1
180	0	942	1
180	0	943	1
180	0	944	1
180	0	945	1
180	0	946	1
180	0	947	1
180	0	948	3
180	0	949	3
180	0	950	3
180	0	951	3
180	0	952	3
180	0	953	3
180	0	954	3
180	0	955	3
180	0	956	3
180	0	957	3
180	0	958	3
180	0	959	3
180	0	960	3
180	0	961	3
180	0	962	3
180	0	963	1
180	0	964	3
180	0	965	3
180	0	966	3
180	0	967	3
180	0	968	3
180	0	969	3
180	0	970	3
180	0	971	1
180	0	972	1
180	0	973	1
180	0	974	1
180	0	975	1
180	0	976	1
180	0	977	1
180	0	978	1
180	0	979	1
180	0	980	1
180	0	981	1
180	0	982	1
180	0	983	1
180	0	984	3
180	0	985	3
180	0	986	1
180	0	987	1
180	0	988	1
180	0	989	1
180	0	990	3
180	0	991	3
180	0	992	3
180	0	993	3
180	0	994	3
180	0	995	3
180	0	996	3
180	0	997	3
180	0	998	3
180	0	999	3
180	0	1000	3
180	0	1001	3
180	0	1002	3
180	0	1003	3
180	0	1004	3
180	0	1005	3
180	0	1006	3
180	0	1007	3
180	0	1008	3
180	0	1009	3
180	0	1010	3
180	0	1011	3
180	0	1012	3
180	0	1013	3
180	0	1014	3
180	0	1015	3
180	0	1016	3
180	0	1017	3
180	0	1018	3
180	0	1019	1
180	0	1020	3
180	0	1021	3
180	0	1022	3
180	0	1023	3
180	0	1024	3
180	0	1025	3
180	0	1026	3
180	0	1027	3
180	0	1028	3
180	0	1029	1
180	0	1030	1
180	0	1031	1
180	0	1032	1
180	0	1033	3
180	0	1034	3
180	0	1035	1
180	0	1036	1
180	0	1037	1
180	0	1038	1
180	0	1039	1
180	0	1040	1
180	0	1041	3
180	0	1042	1
180	0	1043	1
180	0	1044	1
180	0	1045	1
180	0	1046	1
180	0	1047	1
180	0	1048	1
180	0	1049	1
180	0	1050	1
180	0	1051	1
180	0	1052	1
180	0	1053	1
180	0	1054	1
180	0	1055	1
180	0	1056	3
180	0	1057	3
180	0	1058	3
180	0	1059	3
180	0	1060	3
180	0	1061	3
180	0	1062	3
180	0	1063	3
180	0	1064	3
180	0	1065	3
180	0	1066	3
180	0	1067	3
180	0	1068	3
180	0	1069	3
180	0	1070	3
180	0	1071	3
180	0	1072	3
180	0	1073	3
180	0	1074	3
180	0	1075	3
180	0	1076	3
180	0	1077	3
180	0	1078	1
180	0	1079	1
180	0	1080	1
180	0	1081	1
180	0	1082	1
180	0	1083	1
180	0	1084	1
180	0	1085	1
180	0	1086	1
180	0	1087	1
180	0	1088	1
180	0	1089	1
180	0	1090	1
180	0	1091	1
180	0	1092	3
180	0	1093	1
180	0	1094	3
180	0	1095	3
180	0	1096	1
180	0	1097	3
180	0	1098	3
180	0	1099	3
180	0	1100	3
180	0	1101	3
180	0	1102	3
180	0	1103	3
180	0	1104	3
180	0	1105	3
180	0	1106	3
180	0	1107	3
180	0	1108	3
180	0	1109	3
180	0	1110	3
180	0	1111	3
180	0	1112	3
180	0	1113	3
180	0	1114	3
180	0	1115	3
180	0	1116	3
180	0	1117	3
180	0	1118	3
180	0	1119	3
180	0	1120	3
180	0	1121	3
180	0	1122	3
180	0	1123	3
180	0	1124	3
180	0	1125	3
180	0	1126	3
180	0	1127	3
180	0	1128	3
180	0	1129	3
180	0	1130	3
180	0	1131	3
180	0	1132	3
180	0	1133	3
180	0	1134	3
180	0	1135	3
180	0	1136	3
180	0	1137	3
180	0	1138	3
180	0	1139	3
180	0	1140	1
180	0	1141	1
180	0	1142	1
180	0	1143	1
180	0	1144	1
180	0	1145	1
180	0	1146	1
180	0	1147	1
180	0	1148	1
180	0	1149	1
180	0	1150	1
180	0	1151	1
180	0	1152	1
180	0	1153	1
180	0	1154	1
180	0	1155	1
180	0	1156	1
180	0	1157	1
180	0	1158	1
180	0	1159	1
180	0	1160	1
180	0	1161	1
180	0	1162	1
180	0	1163	1
180	0	1164	1
180	0	1165	1
180	0	1166	1
180	0	1167	1
180	0	1168	3
180	0	1169	3
180	0	1170	3
180	0	1171	3
180	0	1172	3
180	0	1173	3
180	0	1174	3
180	0	1175	3
180	0	1176	3
180	0	1177	3
180	0	1178	3
180	0	1179	3
180	0	1180	3
180	0	1181	3
180	0	1182	3
180	0	1183	3
180	0	1184	3
180	0	1185	3
180	0	1186	3
180	0	1187	3
180	0	1188	1
180	0	1189	1
180	0	1190	1
180	0	1191	3
180	0	1192	1
180	0	1193	1
180	0	1194	1
180	0	1195	1
180	0	1196	1
180	0	1197	1
180	0	1198	1
180	0	1199	1
180	0	1200	1
180	0	1201	1
180	0	1202	1
180	0	1203	1
180	0	1204	1
180	0	1205	1
180	0	1206	1
180	0	1207	1
180	0	1208	1
180	0	1209	1
180	0	1210	3
180	0	1211	3
180	0	1212	3
180	0	1213	3
180	0	1214	3
180	0	1215	3
180	0	1216	3
180	0	1217	3
180	0	1218	3
180	0	1219	3
180	0	1220	3
180	0	1221	3
180	0	1222	3
180	0	1223	3
180	0	1224	3
180	0	1225	3
180	0	1226	3
180	0	1227	3
180	0	1228	3
180	0	1229	3
180	0	1230	3
180	0	1231	3
180	0	1232	3
180	0	1233	3
180	0	1234	3
180	0	1235	3
180	0	1236	3
180	0	1237	3
180	0	1238	3
180	0	1239	3
180	0	1240	3
180	0	1241	3
180	0	1242	3
180	0	1243	3
180	0	1244	3
180	0	1245	3
180	0	1246	3
180	0	1247	3
180	0	1248	3
180	0	1249	3
180	0	1250	3
180	0	1251	3
180	0	1252	3
180	0	1253	3
180	0	1254	3
180	0	1255	3
180	0	1256	1
180	0	1257	1
180	0	1258	1
180	0	1259	1
180	0	1260	1
180	0	1261	1
180	0	1262	1
180	0	1263	1
180	0	1264	1
180	0	1265	1
180	0	1266	1
180	0	1267	1
180	0	1268	1
180	0	1269	1
180	0	1270	1
180	0	1271	1
180	0	1272	1
180	0	1273	1
180	0	1274	1
180	0	1275	1
180	0	1276	1
180	0	1277	1
180	0	1278	1
180	0	1279	1
180	0	1280	1
180	0	1281	1
180	0	1282	1
180	0	1283	1
180	0	1284	1
180	0	1285	3
180	0	1286	3
180	0	1287	3
180	0	1288	3
180	0	1289	3
180	0	1290	3
180	0	1291	3
180	0	1292	3
180	0	1293	3
180	0	1294	3
180	0	1295	3
180	0	1296	3
180	0	1297	1
180	0	1298	3
180	0	1299	3
180	0	1300	3
180	0	1301	3
180	0	1302	3
180	0	1303	3
180	0	1304	3
180	0	1305	3
180	0	1306	1
180	0	1307	3
180	0	1308	3
180	0	1309	1
180	0	1310	1
180	0	1311	1
180	0	1312	1
180	0	1313	1
180	0	1314	1
180	0	1315	1
180	0	1316	1
180	0	1317	1
180	0	1318	1
180	0	1319	1
180	0	1320	1
180	0	1321	1
180	0	1322	1
180	0	1323	1
180	0	1324	1
180	0	1325	3
180	0	1326	3
180	0	1327	3
180	0	1328	3
180	0	1329	3
180	0	1330	3
180	0	1331	3
180	0	1332	3
180	0	1333	3
180	0	1334	3
180	0	1335	3
180	0	1336	3
180	0	1337	3
180	0	1338	3
180	0	1339	3
180	0	1340	3
180	0	1341	3
180	0	1342	3
180	0	1343	3
180	0	1344	3
180	0	1345	3
180	0	1346	3
180	0	1347	3
180	0	1348	3
180	0	1349	3
180	0	1350	3
180	0	1351	3
180	0	1352	3
180	0	1353	3
180	0	1354	3
180	0	1355	3
180	0	1356	3
180	0	1357	3
180	0	1358	3
180	0	1359	3
180	0	1360	3
180	0	1361	3
180	0	1362	3
180	0	1363	3
180	0	1364	3
180	0	1365	3
180	0	1366	3
180	0	1367	3
180	0	1368	3
180	0	1369	3
180	0	1370	3
180	0	1371	3
180	0	1372	3
180	0	1373	3
180	0	1374	3
180	0	1375	1
180	0	1376	1
180	0	1377	1
180	0	1378	1
180	0	1379	1
180	0	1380	1
180	0	1381	1
180	0	1382	1
180	0	1383	1
180	0	1384	1
180	0	1385	1
180	0	1386	1
180	0	1387	1
180	0	1388	1
180	0	1389	1
180	0	1390	1
180	0	1391	1
180	0	1392	1
180	0	1393	1
180	0	1394	1
180	0	1395	1
180	0	1396	1
180	0	1397	1
180	0	1398	1
180	0	1399	1
180	0	1400	1
180	0	1401	1
180	0	1402	1
180	0	1403	1
180	0	1404	1
180	0	1405	1
180	0	1406	1
180	0	1407	3
180	0	1408	3
180	0	1409	3
180	0	1410	3
180	0	1411	3
180	0	1412	3
180	0	1413	3
180	0	1414	3
180	0	1415	3
180	0	1416	3
180	0	1417	3
180	0	1418	3
180	0	1419	3
180	0	1420	3
180	0	1421	3
180	0	1422	3
180	0	1423	3
180	0	1424	3
180	0	1425	3
180	0	1426	3
180	0	1427	3
180	0	1428	1
180	0	1429	1
180	0	1430	1
180	0	1431	1
180	0	1432	1
180	0	1433	1
180	0	1434	1
180	0	1435	1
180	0	1436	1
180	0	1437	1
180	0	1438	1
180	0	1439	1
180	0	1440	1
180	0	1441	1
180	0	1442	1
180	0	1443	1
180	0	1444	1
180	0	1445	1
180	0	1446	1
180	0	1447	1
180	0	1448	1
180	0	1449	3
180	0	1450	3
180	0	1451	3
180	0	1452	3
180	0	1453	3
180	0	1454	3
180	0	1455	3
180	0	1456	3
180	0	1457	3
180	0	1458	3
180	0	1459	3
180	0	1460	3
180	0	1461	1
180	0	1462	1
180	0	1463	3
180	0	1464	3
180	0	1465	3
180	0	1466	3
180	0	1467	1
180	0	1468	3
180	0	1469	3
180	0	1470	3
180	0	1471	3
180	0	1472	3
180	0	1473	3
180	0	1474	3
180	0	1475	3
180	0	1476	3
180	0	1477	3
180	0	1478	3
180	0	1479	3
180	0	1480	3
180	0	1481	3
180	0	1482	3
180	0	1483	3
180	0	1484	3
180	0	1485	3
180	0	1486	3
180	0	1487	3
180	0	1488	3
180	0	1489	3
180	0	1490	3
180	0	1491	3
180	0	1492	3
180	0	1493	3
180	0	1494	3
180	0	1495	3
180	0	1496	3
180	0	1497	3
180	0	1498	1
180	0	1499	1
180	0	1500	1
180	0	1501	1
180	0	1502	1
180	0	1503	1
180	0	1504	1
180	0	1505	1
180	0	1506	1
180	0	1507	1
180	0	1508	1
180	0	1509	1
180	0	1510	1
180	0	1511	1
180	0	1512	1
180	0	1513	1
180	0	1514	1
180	0	1515	1
180	0	1516	1
180	0	1517	1
180	0	1518	1
180	0	1519	1
180	0	1520	1
180	0	1521	1
180	0	1522	1
180	0	1523	1
180	0	1524	1
180	0	1525	1
180	0	1526	1
180	0	1527	1
180	0	1528	1
180	0	1529	1
180	0	1530	1
180	0	1531	1
180	0	1532	3
180	0	1533	3
180	0	1534	3
180	0	1535	3
180	0	1536	3
180	0	1537	3
180	0	1538	3
180	0	1539	3
180	0	1540	3
180	0	1541	3
180	0	1542	3
180	0	1543	3
180	0	1544	3
180	0	1545	3
180	0	1546	3
180	0	1547	3
180	0	1548	3
180	0	1549	3
180	0	1550	3
180	0	1551	3
180	0	1552	1
180	0	1553	1
180	0	1554	1
180	0	1555	1
180	0	1556	1
180	0	1557	1
180	0	1558	1
180	0	1559	1
180	0	1560	1
180	0	1561	1
180	0	1562	1
180	0	1563	1
180	0	1564	1
180	0	1565	1
180	0	1566	1
180	0	1567	1
180	0	1568	1
180	0	1569	1
180	0	1570	1
180	0	1571	1
180	0	1572	1
180	0	1573	1
180	0	1574	1
180	0	1575	1
180	0	1576	3
180	0	1577	3
180	0	1578	3
180	0	1579	1
180	0	1580	3
180	0	1581	1
180	0	1582	3
180	0	1583	3
180	0	1584	3
180	0	1585	3
180	0	1586	3
180	0	1587	1
180	0	1588	1
180	0	1589	1
180	0	1590	1
180	0	1591	3
180	0	1592	3
180	0	1593	1
180	0	1594	1
180	0	1595	3
180	0	1596	3
180	0	1597	3
180	0	1598	3
180	0	1599	3
180	0	1600	3
180	0	1601	3
180	0	1602	3
180	0	1603	3
180	0	1604	3
180	0	1605	3
180	0	1606	3
180	0	1607	3
180	0	1608	3
180	0	1609	3
180	0	1610	3
180	0	1611	3
180	0	1612	3
180	0	1613	3
180	0	1614	3
180	0	1615	3
180	0	1616	3
180	0	1617	3
180	0	1618	3
180	0	1619	3
180	0	1620	3
180	0	1621	3
180	0	1622	3
180	0	1623	3
180	0	1624	3
180	0	1625	1
180	0	1626	1
180	0	1627	3
180	0	1628	3
180	0	1629	1
180	0	1630	1
180	0	1631	1
180	0	1632	1
180	0	1633	1
180	0	1634	1
180	0	1635	1
180	0	1636	1
180	0	1637	1
180	0	1638	1
180	0	1639	1
180	0	1640	1
180	0	1641	1
180	0	1642	1
180	0	1643	1
180	0	1644	1
180	0	1645	1
180	0	1646	1
180	0	1647	1
180	0	1648	1
180	0	1649	1
180	0	1650	1
